UF,Município,Tipo Unidade,Tipo Estabelecimento,Natureza Jurídica,Status Unidade,Conexão Internet,NU_LATITUDE,NU_LONGITUDE
PA,portel,2,UNIDADE BASICA DE SAUDE,MUNICIPIO,Habilitada,Não Conectada,-19342990990811,-50819621
PA,portel,2,UNIDADE BASICA DE SAUDE,MUNICIPIO,Habilitada,Não Conectada,-193885088873572,-50814428
PA,porto de moz,71,UNIDADE BASICA DE SAUDE,MUNICIPIO,Habilitada,Não Conectada,-174602,-5224122
PA,porto de moz,2,UNIDADE BASICA DE SAUDE,MUNICIPIO,Habilitada,Não Conectada,-1744728,-5224006
PA,porto de moz,2,UNIDADE BASICA DE SAUDE,MUNICIPIO,Habilitada,Não Conectada,-1743246,-52233678
PA,porto de moz,2,UNIDADE BASICA DE SAUDE,MUNICIPIO,Habilitada,Não Conectada,-1750742,-52234427
PA,porto de moz,2,UNIDADE BASICA DE SAUDE,MUNICIPIO,Habilitada,Não Conectada,-1765294,-52234213
PA,porto de moz,2,UNIDADE BASICA DE SAUDE,MUNICIPIO,Habilitada,Não Conectada,-1747793,-52232056
PA,porto de moz,2,UNIDADE BASICA DE SAUDE,MUNICIPIO,Habilitada,Não Conectada,-1753104,-52239998
PA,porto de moz,2,UNIDADE BASICA DE SAUDE,MUNICIPIO,Habilitada,Não Conectada,-1615713,-52073806
PA,prainha,1,UNIDADE BASICA DE SAUDE,MUNICIPIO,Habilitada,Não Conectada,-2040033,-53244748
PA,prainha,2,UNIDADE BASICA DE SAUDE,MUNICIPIO,Habilitada,Não Conectada,-24527619,-54098345
PA,primavera,2,UNIDADE BASICA DE SAUDE,MUNICIPIO,Habilitada,Não Conectada,-09411340904322768,-47118022
PA,redencao,1,UNIDADE BASICA DE SAUDE,MUNICIPIO,Habilitada,Não Conectada,-818545,-50225246
PA,redencao,1,UNIDADE BASICA DE SAUDE,MUNICIPIO,Habilitada,Não Conectada,-8287966,-49990283
PA,rondon do para,2,UNIDADE BASICA DE SAUDE,MUNICIPIO,Habilitada,Não Conectada,-44547432,-48475014
PA,rondon do para,2,UNIDADE BASICA DE SAUDE,MUNICIPIO,Habilitada,Não Conectada,-4680841,-47945756
PA,salinopolis,2,UNIDADE BASICA DE SAUDE,MUNICIPIO,Habilitada,Não Conectada,-06893754562283864,-47305541
PA,salinopolis,2,UNIDADE BASICA DE SAUDE,MUNICIPIO,Habilitada,Não Conectada,-07634413822500629,-47364324
PA,salvaterra,2,UNIDADE BASICA DE SAUDE,MUNICIPIO,Habilitada,Não Conectada,-0899621,-48593333
PA,salvaterra,1,UNIDADE BASICA DE SAUDE,MUNICIPIO,Habilitada,Não Conectada,-0735208,-48584117
PA,salvaterra,2,UNIDADE BASICA DE SAUDE,MUNICIPIO,Habilitada,Não Conectada,-0878963,-48511458
PA,santa barbara do para,2,UNIDADE BASICA DE SAUDE,MUNICIPIO,Habilitada,Não Conectada,-1224,-48294
PA,santa cruz do arari,2,UNIDADE BASICA DE SAUDE,MUNICIPIO,Habilitada,Não Conectada,-0664,-49163
PA,santa izabel do para,2,UNIDADE BASICA DE SAUDE,MUNICIPIO,Habilitada,Não Conectada,-127539233606209,-48095998
PA,santa izabel do para,1,UNIDADE BASICA DE SAUDE,MUNICIPIO,Habilitada,Não Conectada,-1299,-48161
PA,santa maria das barreiras,2,UNIDADE BASICA DE SAUDE,MUNICIPIO,Habilitada,Não Conectada,-856504147106696,-49858875
PA,santa maria do para,2,UNIDADE BASICA DE SAUDE,MUNICIPIO,Habilitada,Não Conectada,-1344549,-47568792
PA,santarem,2,UNIDADE BASICA DE SAUDE,MUNICIPIO,Habilitada,Não Conectada,-242913875005957,-54728393
PA,santarem,2,UNIDADE BASICA DE SAUDE,MUNICIPIO,Habilitada,Não Conectada,-21316887,-54716581
PA,santarem,2,UNIDADE BASICA DE SAUDE,MUNICIPIO,Habilitada,Não Conectada,-257817004879631,-55566101
PA,santarem,2,UNIDADE BASICA DE SAUDE,MUNICIPIO,Habilitada,Não Conectada,-244646085811475,-54725646
PA,santarem,2,UNIDADE BASICA DE SAUDE,MUNICIPIO,Habilitada,Não Conectada,-233142373794639,-55447969
PA,santarem,2,UNIDADE BASICA DE SAUDE,MUNICIPIO,Habilitada,Não Conectada,-225916474602772,-54584884
PA,santarem,2,UNIDADE BASICA DE SAUDE,MUNICIPIO,Habilitada,Não Conectada,-24340695708327,-54703116
PA,santarem,2,UNIDADE BASICA DE SAUDE,MUNICIPIO,Habilitada,Não Conectada,-242262146368375,-54693288
PA,santarem,2,UNIDADE BASICA DE SAUDE,MUNICIPIO,Habilitada,Não Conectada,-245666536169653,-55242218
PA,santarem,2,UNIDADE BASICA DE SAUDE,MUNICIPIO,Habilitada,Não Conectada,-226209,-5521979
PA,santarem,2,UNIDADE BASICA DE SAUDE,MUNICIPIO,Habilitada,Não Conectada,-244755420150407,-54707965
PA,santarem,2,UNIDADE BASICA DE SAUDE,MUNICIPIO,Habilitada,Não Conectada,-244384540560673,-54726762
PA,santarem,1,UNIDADE BASICA DE SAUDE,MUNICIPIO,Habilitada,Não Conectada,-23884909537207,-54667968
PA,santarem,1,UNIDADE BASICA DE SAUDE,MUNICIPIO,Habilitada,Não Conectada,-244978376173016,-54708094
PA,santarem,1,UNIDADE BASICA DE SAUDE,MUNICIPIO,Habilitada,Não Conectada,-241924265,-547275
PA,santarem,2,UNIDADE BASICA DE SAUDE,MUNICIPIO,Habilitada,Não Conectada,-261658269254136,-55585327
PA,santarem,2,UNIDADE BASICA DE SAUDE,MUNICIPIO,Habilitada,Não Conectada,-2883596,-55179187
PA,santarem,2,UNIDADE BASICA DE SAUDE,MUNICIPIO,Habilitada,Não Conectada,-25025524,-54956694
PA,santarem,2,UNIDADE BASICA DE SAUDE,MUNICIPIO,Habilitada,Não Conectada,-244716831570377,-5470185
PA,santarem,2,UNIDADE BASICA DE SAUDE,MUNICIPIO,Habilitada,Não Conectada,-26469753,-54801786
PA,santarem,2,UNIDADE BASICA DE SAUDE,MUNICIPIO,Habilitada,Não Conectada,-24495475,-54728214
PA,santarem,2,UNIDADE BASICA DE SAUDE,MUNICIPIO,Habilitada,Não Conectada,-24808043,-54306707
PA,santo antonio do taua,70,UNIDADE BASICA DE SAUDE,MUNICIPIO,Habilitada,Não Conectada,-115125538008969,-48136897
PA,santo antonio do taua,1,UNIDADE BASICA DE SAUDE,MUNICIPIO,Habilitada,Não Conectada,-10913784885234,-48258218
PA,santo antonio do taua,2,UNIDADE BASICA DE SAUDE,MUNICIPIO,Habilitada,Não Conectada,-10522250891816,-48122005
PA,santo antonio do taua,2,UNIDADE BASICA DE SAUDE,MUNICIPIO,Habilitada,Não Conectada,-103446108238016,-48199081
PA,santo antonio do taua,2,UNIDADE BASICA DE SAUDE,MUNICIPIO,Habilitada,Não Conectada,-119060053225168,-48128314
PA,santo antonio do taua,2,UNIDADE BASICA DE SAUDE,MUNICIPIO,Habilitada,Não Conectada,-115951490424434,-48117949
PA,santo antonio do taua,2,UNIDADE BASICA DE SAUDE,MUNICIPIO,Habilitada,Não Conectada,-103643486585593,-48273496
PA,santo antonio do taua,2,UNIDADE BASICA DE SAUDE,MUNICIPIO,Habilitada,Não Conectada,-114282420478192,-48122777
PA,santo antonio do taua,2,UNIDADE BASICA DE SAUDE,MUNICIPIO,Habilitada,Não Conectada,-106200812230551,-47998752
PA,sao francisco do para,71,UNIDADE BASICA DE SAUDE,MUNICIPIO,Habilitada,Não Conectada,-116788167037521,-4779529
PA,sao francisco do para,1,UNIDADE BASICA DE SAUDE,MUNICIPIO,Habilitada,Não Conectada,-132956968334154,-47699031
PA,sao francisco do para,1,UNIDADE BASICA DE SAUDE,MUNICIPIO,Habilitada,Não Conectada,-130200384540333,-47673025
PA,sao francisco do para,2,UNIDADE BASICA DE SAUDE,MUNICIPIO,Habilitada,Não Conectada,-112053403225005,-47752075
PA,sao francisco do para,2,UNIDADE BASICA DE SAUDE,MUNICIPIO,Habilitada,Não Conectada,-112001914655549,-47699375
PA,sao francisco do para,2,UNIDADE BASICA DE SAUDE,MUNICIPIO,Habilitada,Não Conectada,-130206820179874,-4767311
PA,sao francisco do para,2,UNIDADE BASICA DE SAUDE,MUNICIPIO,Habilitada,Não Conectada,-122865795889238,-4771491
PA,sao francisco do para,2,UNIDADE BASICA DE SAUDE,MUNICIPIO,Habilitada,Não Conectada,-128752361481922,-47709674
PA,sao geraldo do araguaia,2,UNIDADE BASICA DE SAUDE,MUNICIPIO,Habilitada,Não Conectada,-600928851999951,-48824615
PA,sao geraldo do araguaia,2,UNIDADE BASICA DE SAUDE,MUNICIPIO,Habilitada,Não Conectada,-605612727436393,-48710653
PA,sao geraldo do araguaia,2,UNIDADE BASICA DE SAUDE,MUNICIPIO,Habilitada,Não Conectada,-634756597619151,-48646624
PA,sao geraldo do araguaia,2,UNIDADE BASICA DE SAUDE,MUNICIPIO,Habilitada,Não Conectada,-638767885411539,-48558475
PA,sao miguel do guama,2,UNIDADE BASICA DE SAUDE,MUNICIPIO,Habilitada,Não Conectada,-1627,-47483
PA,sao miguel do guama,2,UNIDADE BASICA DE SAUDE,MUNICIPIO,Habilitada,Não Conectada,-161755,-4748246
PA,sao miguel do guama,2,UNIDADE BASICA DE SAUDE,MUNICIPIO,Habilitada,Não Conectada,-158899,-4733871
PA,sao francisco do para,1,UNIDADE BASICA DE SAUDE,MUNICIPIO,Habilitada,Não Conectada,-106595565323483,-47711133
PA,sao sebastiao da boa vista,2,UNIDADE BASICA DE SAUDE,MUNICIPIO,Habilitada,Não Conectada,-1718,-49541
PA,itupiranga,2,UNIDADE BASICA DE SAUDE,MUNICIPIO,Habilitada,Não Conectada,-5154289,-49386076
PA,viseu,2,UNIDADE BASICA DE SAUDE,MUNICIPIO,Habilitada,Não Conectada,-120055472457239,-46149122
PA,itupiranga,2,UNIDADE BASICA DE SAUDE,MUNICIPIO,Habilitada,Não Conectada,-5138275,-49339539
PA,marituba,2,UNIDADE BASICA DE SAUDE,MUNICIPIO,Habilitada,Não Conectada,-13929361,-48326408
PA,senador jose porfirio,2,UNIDADE BASICA DE SAUDE,MUNICIPIO,Habilitada,Não Conectada,-259163175547751,-51952886
PA,senador jose porfirio,2,UNIDADE BASICA DE SAUDE,MUNICIPIO,Habilitada,Não Conectada,-2591,-51954
PA,sao miguel do guama,2,UNIDADE BASICA DE SAUDE,MUNICIPIO,Habilitada,Não Conectada,-161713,-4748248
PA,santo antonio do taua,1,UNIDADE BASICA DE SAUDE,MUNICIPIO,Habilitada,Não Conectada,-103420363227101,-48172152
PA,santo antonio do taua,2,UNIDADE BASICA DE SAUDE,MUNICIPIO,Habilitada,Não Conectada,-111109444684596,-48220882
PA,santo antonio do taua,2,UNIDADE BASICA DE SAUDE,MUNICIPIO,Habilitada,Não Conectada,-109895166312036,-48126468
PA,santo antonio do taua,1,UNIDADE BASICA DE SAUDE,MUNICIPIO,Habilitada,Não Conectada,-108783861282951,-48192729
PA,santo antonio do taua,2,UNIDADE BASICA DE SAUDE,MUNICIPIO,Habilitada,Não Conectada,-108457763275745,-48222341
PA,santo antonio do taua,2,UNIDADE BASICA DE SAUDE,MUNICIPIO,Habilitada,Não Conectada,-102098783206806,-48241138
PA,terra alta,2,UNIDADE BASICA DE SAUDE,MUNICIPIO,Habilitada,Não Conectada,-0964691355841606,-47809066
PA,terra santa,1,UNIDADE BASICA DE SAUDE,MUNICIPIO,Habilitada,Não Conectada,-207501813330621,-56515045
PA,terra santa,1,UNIDADE BASICA DE SAUDE,MUNICIPIO,Habilitada,Não Conectada,-213342941571614,-56545257
PA,terra santa,1,UNIDADE BASICA DE SAUDE,MUNICIPIO,Habilitada,Não Conectada,-1966374,-56317831
PA,terra santa,1,UNIDADE BASICA DE SAUDE,MUNICIPIO,Habilitada,Não Conectada,-210426693440912,-56486291
PA,tracuateua,1,UNIDADE BASICA DE SAUDE,MUNICIPIO,Habilitada,Não Conectada,-107224165670753,-46895565
PA,tracuateua,2,UNIDADE BASICA DE SAUDE,MUNICIPIO,Habilitada,Não Conectada,-0945665,-46891316
PA,tracuateua,2,UNIDADE BASICA DE SAUDE,MUNICIPIO,Habilitada,Não Conectada,-10716624009536,-46896944
PA,tracuateua,2,UNIDADE BASICA DE SAUDE,MUNICIPIO,Habilitada,Não Conectada,-10424161,-46946389
PA,tracuateua,2,UNIDADE BASICA DE SAUDE,MUNICIPIO,Habilitada,Não Conectada,-127859946131644,-47011699
PA,tracuateua,2,UNIDADE BASICA DE SAUDE,MUNICIPIO,Habilitada,Não Conectada,-092693099899438,-46855444
PA,tracuateua,2,UNIDADE BASICA DE SAUDE,MUNICIPIO,Habilitada,Não Conectada,-107638225945685,-46903274
PA,tracuateua,2,UNIDADE BASICA DE SAUDE,MUNICIPIO,Habilitada,Não Conectada,-101689006476967,-4689248
PA,tracuateua,1,UNIDADE BASICA DE SAUDE,MUNICIPIO,Habilitada,Não Conectada,-09776070189112536,-46869993
PA,tracuateua,1,UNIDADE BASICA DE SAUDE,MUNICIPIO,Habilitada,Não Conectada,-107198420971931,-46896836
PA,tucurui,2,UNIDADE BASICA DE SAUDE,MUNICIPIO,Habilitada,Não Conectada,-44537909,-49114734
PA,tucurui,2,UNIDADE BASICA DE SAUDE,MUNICIPIO,Habilitada,Não Conectada,-376386244860361,-49680047
PA,tucurui,2,UNIDADE BASICA DE SAUDE,MUNICIPIO,Habilitada,Não Conectada,-3465,-494023
PA,tucurui,2,UNIDADE BASICA DE SAUDE,MUNICIPIO,Habilitada,Não Conectada,-37710238,-49667225
PA,tucurui,2,UNIDADE BASICA DE SAUDE,MUNICIPIO,Habilitada,Não Conectada,-37802639,-49668245
PA,tucurui,2,UNIDADE BASICA DE SAUDE,MUNICIPIO,Habilitada,Não Conectada,-37814201,-49683287
PA,tucurui,2,UNIDADE BASICA DE SAUDE,MUNICIPIO,Habilitada,Não Conectada,-37715705,-49662821
PA,tucurui,2,UNIDADE BASICA DE SAUDE,MUNICIPIO,Habilitada,Não Conectada,-38476215,-49681364
PA,ulianopolis,1,UNIDADE BASICA DE SAUDE,MUNICIPIO,Habilitada,Não Conectada,-3756,-47501
PA,ulianopolis,1,UNIDADE BASICA DE SAUDE,MUNICIPIO,Habilitada,Não Conectada,-41149983,-47545985
PA,uruara,1,UNIDADE BASICA DE SAUDE,MUNICIPIO,Habilitada,Não Conectada,-365067456334006,-53487828
PA,uruara,2,UNIDADE BASICA DE SAUDE,MUNICIPIO,Habilitada,Não Conectada,-371279479446253,-53744162
PA,uruara,1,UNIDADE BASICA DE SAUDE,MUNICIPIO,Habilitada,Não Conectada,-372614547219103,-53758367
PA,uruara,1,UNIDADE BASICA DE SAUDE,MUNICIPIO,Habilitada,Não Conectada,-366482919176433,-53522922
PA,uruara,2,UNIDADE BASICA DE SAUDE,MUNICIPIO,Habilitada,Não Conectada,-397112099267205,-53730525
PA,vigia,1,UNIDADE BASICA DE SAUDE,MUNICIPIO,Habilitada,Não Conectada,-09909731760478816,-48145158
PA,vigia,1,UNIDADE BASICA DE SAUDE,MUNICIPIO,Habilitada,Não Conectada,-09379158723333963,-48113937
PA,vigia,1,UNIDADE BASICA DE SAUDE,MUNICIPIO,Habilitada,Não Conectada,-08272932584280526,-48139171
PA,vigia,1,UNIDADE BASICA DE SAUDE,MUNICIPIO,Habilitada,Não Conectada,-09162035507351214,-48148891
PA,vigia,1,UNIDADE BASICA DE SAUDE,MUNICIPIO,Habilitada,Não Conectada,-07841246917370172,-48077867
PA,vigia,1,UNIDADE BASICA DE SAUDE,MUNICIPIO,Habilitada,Não Conectada,-100176475316565,-48106899
PA,vigia,1,UNIDADE BASICA DE SAUDE,MUNICIPIO,Habilitada,Não Conectada,-08917448492000554,-48129386
PA,vigia,1,UNIDADE BASICA DE SAUDE,MUNICIPIO,Habilitada,Não Conectada,-095439311756892,-48147583
PA,vigia,1,UNIDADE BASICA DE SAUDE,MUNICIPIO,Habilitada,Não Conectada,-09253004289439768,-4813754
PA,vigia,1,UNIDADE BASICA DE SAUDE,MUNICIPIO,Habilitada,Não Conectada,-08688307602316008,-48091449
PA,vigia,2,UNIDADE BASICA DE SAUDE,MUNICIPIO,Habilitada,Não Conectada,-08482980735799809,-48139708
PA,vigia,2,UNIDADE BASICA DE SAUDE,MUNICIPIO,Habilitada,Não Conectada,-08668568808455431,-48107585
PA,viseu,74,UNIDADE BASICA DE SAUDE,MUNICIPIO,Habilitada,Não Conectada,-12001257,-46136156
PA,viseu,36,UNIDADE BASICA DE SAUDE,MUNICIPIO,Habilitada,Não Conectada,-12073367,-46139291
PA,viseu,2,UNIDADE BASICA DE SAUDE,MUNICIPIO,Habilitada,Não Conectada,-173008371111646,-46313595
PA,viseu,2,UNIDADE BASICA DE SAUDE,MUNICIPIO,Habilitada,Não Conectada,-159308049352243,-46158585
PA,viseu,2,UNIDADE BASICA DE SAUDE,MUNICIPIO,Habilitada,Não Conectada,-120091942489772,-46145968
PA,viseu,2,UNIDADE BASICA DE SAUDE,MUNICIPIO,Habilitada,Não Conectada,-111143770502704,-46307716
PA,viseu,2,UNIDADE BASICA DE SAUDE,MUNICIPIO,Habilitada,Não Conectada,-11972295134816,-46140003
PA,viseu,2,UNIDADE BASICA DE SAUDE,MUNICIPIO,Habilitada,Não Conectada,-152155631860556,-46513066
PA,viseu,2,UNIDADE BASICA DE SAUDE,MUNICIPIO,Habilitada,Não Conectada,-195640920856207,-46647326
PA,viseu,2,UNIDADE BASICA DE SAUDE,MUNICIPIO,Habilitada,Não Conectada,-11984952394696,-46138372
PA,vitoria do xingu,1,UNIDADE BASICA DE SAUDE,MUNICIPIO,Habilitada,Não Conectada,-2994318651,-52120129
PA,vitoria do xingu,2,UNIDADE BASICA DE SAUDE,MUNICIPIO,Habilitada,Não Conectada,-3128594058,-51698879
PA,vitoria do xingu,2,UNIDADE BASICA DE SAUDE,MUNICIPIO,Habilitada,Não Conectada,-2889803611,-52013835
PA,vitoria do xingu,2,UNIDADE BASICA DE SAUDE,MUNICIPIO,Habilitada,Não Conectada,-3130360883,-52124372
PA,vitoria do xingu,2,UNIDADE BASICA DE SAUDE,MUNICIPIO,Habilitada,Não Conectada,-3367320048,-51882993
PA,vitoria do xingu,2,UNIDADE BASICA DE SAUDE,MUNICIPIO,Habilitada,Não Conectada,-3348261025,-51814228
PA,vitoria do xingu,2,UNIDADE BASICA DE SAUDE,MUNICIPIO,Habilitada,Não Conectada,-3123210613,-52117952
PA,xinguara,2,UNIDADE BASICA DE SAUDE,MUNICIPIO,Habilitada,Não Conectada,-710305391238661,-49946422
PA,eldorado dos carajas,2,UNIDADE BASICA DE SAUDE,MUNICIPIO,Habilitada,Não Conectada,-610535160004217,-49350714
PA,oeiras do para,1,UNIDADE BASICA DE SAUDE,MUNICIPIO,Habilitada,Não Conectada,-238616,-49926448
PA,curionopolis,2,UNIDADE BASICA DE SAUDE,MUNICIPIO,Habilitada,Não Conectada,-59369836,-49674427
PA,sao geraldo do araguaia,1,UNIDADE BASICA DE SAUDE,MUNICIPIO,Habilitada,Não Conectada,-638176661343224,-48549402
PA,uruara,2,UNIDADE BASICA DE SAUDE,MUNICIPIO,Habilitada,Não Conectada,-374923834700907,-53830261
PA,chaves,1,UNIDADE BASICA DE SAUDE,MUNICIPIO,Habilitada,Não Conectada,02993760791533651,-50031738
PA,xinguara,2,UNIDADE BASICA DE SAUDE,MUNICIPIO,Habilitada,Não Conectada,-708929843395875,-49942699
PA,oriximina,2,UNIDADE BASICA DE SAUDE,MUNICIPIO,Habilitada,Não Conectada,-168821697047603,-55796127
PA,xinguara,2,UNIDADE BASICA DE SAUDE,MUNICIPIO,Habilitada,Não Conectada,-709685228666734,-49954147
PA,ananindeua,2,UNIDADE BASICA DE SAUDE,ORGAO PUBLICO DO PODER EXECUTIVO MUNICIPAL,Habilitada,Não Conectada,-1374035,-48401662
PA,marituba,2,UNIDADE BASICA DE SAUDE,MUNICIPIO,Habilitada,Não Conectada,-137177,-4833537
PA,marituba,2,UNIDADE BASICA DE SAUDE,MUNICIPIO,Habilitada,Não Conectada,-136034,-4833818
PA,barcarena,2,UNIDADE BASICA DE SAUDE,MUNICIPIO,Habilitada,Não Conectada,-147541665154688,-48643534
PA,anapu,1,UNIDADE BASICA DE SAUDE,MUNICIPIO,Habilitada,Não Conectada,-332578,-51458016
PA,barcarena,1,UNIDADE BASICA DE SAUDE,MUNICIPIO,Habilitada,Não Conectada,-166591055053321,-48522148
PA,barcarena,1,UNIDADE BASICA DE SAUDE,MUNICIPIO,Habilitada,Não Conectada,-179597047208625,-48636474
PA,barcarena,2,UNIDADE BASICA DE SAUDE,MUNICIPIO,Habilitada,Não Conectada,-143734158780863,-48535537
PA,cameta,2,UNIDADE BASICA DE SAUDE,MUNICIPIO,Habilitada,Não Conectada,-2331489,-4966884
PA,goianesia do para,2,UNIDADE BASICA DE SAUDE,MUNICIPIO,Habilitada,Não Conectada,-3843,-49097
PA,santarem,2,UNIDADE BASICA DE SAUDE,MUNICIPIO,Habilitada,Não Conectada,-242514048434495,-54725164
PA,alenquer,1,UNIDADE BASICA DE SAUDE,ORGAO PUBLICO DO PODER EXECUTIVO MUNICIPAL,Habilitada,Não Conectada,-175241996417247,-54713804
PA,alenquer,1,UNIDADE BASICA DE SAUDE,ORGAO PUBLICO DO PODER EXECUTIVO MUNICIPAL,Habilitada,Não Conectada,-178284686338629,-545386
PA,alenquer,2,UNIDADE BASICA DE SAUDE,ORGAO PUBLICO DO PODER EXECUTIVO MUNICIPAL,Habilitada,Não Conectada,-19505172448889,-54730841
PA,anapu,74,UNIDADE BASICA DE SAUDE,MUNICIPIO,Habilitada,Não Conectada,-3455417,-5120683
PA,anapu,2,UNIDADE BASICA DE SAUDE,MUNICIPIO,Habilitada,Não Conectada,-3472,-51198
PA,anapu,1,UNIDADE BASICA DE SAUDE,MUNICIPIO,Habilitada,Não Conectada,-345293652356691,-51217746
PA,anapu,1,UNIDADE BASICA DE SAUDE,MUNICIPIO,Habilitada,Não Conectada,-343802897897179,-51232852
PA,barcarena,1,UNIDADE BASICA DE SAUDE,MUNICIPIO,Habilitada,Não Conectada,-16240424369176,-48666687
PA,belterra,2,UNIDADE BASICA DE SAUDE,MUNICIPIO,Habilitada,Não Conectada,-2636,-54937
PA,breves,1,UNIDADE BASICA DE SAUDE,MUNICIPIO,Habilitada,Não Conectada,-1681823,-50488476
PA,goianesia do para,1,UNIDADE BASICA DE SAUDE,MUNICIPIO,Habilitada,Não Conectada,-38428,-49097
PA,gurupa,2,UNIDADE BASICA DE SAUDE,MUNICIPIO,Habilitada,Não Conectada,-140625899390569,-51647372
PA,gurupa,2,UNIDADE BASICA DE SAUDE,MUNICIPIO,Habilitada,Não Conectada,-157790500266287,-51916193
PA,gurupa,2,UNIDADE BASICA DE SAUDE,MUNICIPIO,Habilitada,Não Conectada,-139748543281048,-51646792
PA,gurupa,2,UNIDADE BASICA DE SAUDE,MUNICIPIO,Habilitada,Não Conectada,-140679259267818,-51641476
PA,gurupa,2,UNIDADE BASICA DE SAUDE,MUNICIPIO,Habilitada,Não Conectada,-141443189034465,-51631064
PA,igarape-miri,2,UNIDADE BASICA DE SAUDE,MUNICIPIO,Habilitada,Não Conectada,-197011261238744,-48955314
PA,itupiranga,2,UNIDADE BASICA DE SAUDE,MUNICIPIO,Habilitada,Não Conectada,-5129812,-49336456
PA,marituba,2,UNIDADE BASICA DE SAUDE,MUNICIPIO,Habilitada,Não Conectada,-13747091,-48344718
PA,obidos,1,UNIDADE BASICA DE SAUDE,MUNICIPIO,Habilitada,Não Conectada,-172922579530053,-55457383
PA,obidos,1,UNIDADE BASICA DE SAUDE,MUNICIPIO,Habilitada,Não Conectada,-191543236400926,-55522225
PA,obidos,2,UNIDADE BASICA DE SAUDE,MUNICIPIO,Habilitada,Não Conectada,-187100974168444,-55574941
PA,obidos,2,UNIDADE BASICA DE SAUDE,MUNICIPIO,Habilitada,Não Conectada,-168366991322444,-55344872
PA,pacaja,74,UNIDADE BASICA DE SAUDE,MUNICIPIO,Habilitada,Não Conectada,-382815846413345,-50635943
PA,xinguara,2,UNIDADE BASICA DE SAUDE,MUNICIPIO,Habilitada,Não Conectada,-709513285117376,-49938767
PA,xinguara,2,UNIDADE BASICA DE SAUDE,MUNICIPIO,Habilitada,Não Conectada,-709887514372904,-49929116
PA,xinguara,2,UNIDADE BASICA DE SAUDE,MUNICIPIO,Habilitada,Não Conectada,-653650177582045,-49406118
PA,xinguara,2,UNIDADE BASICA DE SAUDE,MUNICIPIO,Habilitada,Não Conectada,-710964670774253,-49953621
PA,itupiranga,2,UNIDADE BASICA DE SAUDE,MUNICIPIO,Habilitada,Não Conectada,-5262631,-50463308
PA,itupiranga,2,UNIDADE BASICA DE SAUDE,MUNICIPIO,Habilitada,Não Conectada,-5354336,-50273282
PA,itupiranga,2,UNIDADE BASICA DE SAUDE,MUNICIPIO,Habilitada,Não Conectada,-5135074,-49839447
PA,rio maria,2,UNIDADE BASICA DE SAUDE,MUNICIPIO,Habilitada,Não Conectada,-718976141248633,-50049676
PA,rio maria,2,UNIDADE BASICA DE SAUDE,MUNICIPIO,Habilitada,Não Conectada,-731675344068501,-50048496
PA,rio maria,2,UNIDADE BASICA DE SAUDE,MUNICIPIO,Habilitada,Não Conectada,-73168082,-50045245
PA,rio maria,2,UNIDADE BASICA DE SAUDE,MUNICIPIO,Habilitada,Não Conectada,-731677472363208,-50048003
PA,rio maria,2,UNIDADE BASICA DE SAUDE,MUNICIPIO,Habilitada,Não Conectada,-731654061115849,-50046651
PA,itupiranga,2,UNIDADE BASICA DE SAUDE,MUNICIPIO,Habilitada,Não Conectada,-513817681781429,-49339642
PA,alenquer,1,UNIDADE BASICA DE SAUDE,ORGAO PUBLICO DO PODER EXECUTIVO MUNICIPAL,Habilitada,Não Conectada,-166442545228679,-54678828
PA,alenquer,2,UNIDADE BASICA DE SAUDE,ORGAO PUBLICO DO PODER EXECUTIVO MUNICIPAL,Habilitada,Não Conectada,-200147226932354,-5455187
PA,belem,2,UNIDADE BASICA DE SAUDE,ORGAO PUBLICO DO PODER EXECUTIVO MUNICIPAL,Habilitada,Não Conectada,-1456,-48504
PA,breu branco,2,UNIDADE BASICA DE SAUDE,MUNICIPIO,Habilitada,Não Conectada,-37751234,-49561839
PA,concordia do para,2,UNIDADE BASICA DE SAUDE,MUNICIPIO,Habilitada,Não Conectada,-179228692355776,-47995453
PA,concordia do para,2,UNIDADE BASICA DE SAUDE,MUNICIPIO,Habilitada,Não Conectada,-179099741173144,-47910666
PB,diamante,74,UNIDADE BASICA DE SAUDE,MUNICIPIO,Habilitada,Não Conectada,-7428,-38264
PB,conceicao,74,UNIDADE BASICA DE SAUDE,MUNICIPIO,Habilitada,Não Conectada,-7562,-38509
PB,alhandra,2,UNIDADE BASICA DE SAUDE,MUNICIPIO,Habilitada,Não Conectada,-743549640136349,-34912469
PB,alhandra,71,UNIDADE BASICA DE SAUDE,MUNICIPIO,Habilitada,Não Conectada,-743507085638916,-34911653
PB,caldas brandao,74,UNIDADE BASICA DE SAUDE,MUNICIPIO,Habilitada,Não Conectada,-7103,-35326
PB,barra de sao miguel,2,UNIDADE BASICA DE SAUDE,MUNICIPIO,Habilitada,Não Conectada,-7751,-36318
PB,brejo dos santos,2,UNIDADE BASICA DE SAUDE,MUNICIPIO,Habilitada,Não Conectada,-637678193909853,-37823551
PB,brejo dos santos,2,UNIDADE BASICA DE SAUDE,MUNICIPIO,Habilitada,Não Conectada,-637398836779656,-37829167
PB,cachoeira dos indios,2,UNIDADE BASICA DE SAUDE,MUNICIPIO,Habilitada,Não Conectada,-695997750007247,-38720457
